nom,adresse,representant,telephone,email,site
VEHICULES ANCIENS DE GRENOBLE,38920 Crolles,,06 86 27 05 96,ney.boudrand@wanadoo.fr,http://club.vag.free.fr
ECURIE MISTRAL,26800 Portes-les-Valence,,06 08 31 22 46,ecuriemistral@orange.fr,http://ecuriemistralportes.e-monsite.com
RETROMOBILE CLUB FOREZIEN,42110 Feurs,,06 08 81 84 12,retro.forezien@gmail.com,https://www.retroforezien.fr
LES VIEILLES MECANIQUES DE SAINT-LOUBES,33450 Saint-Loubès,,06 84 08 52 44,patrick.burguion54@orange.fr,http://www.lvmsl.net
TEAM RALLYE RETORD,01260 Hotonnes,,06 89 30 81 15,teamrallyeretord@orange.fr,http://www.voitures-exception.com
CASTELNAUTOS-MOTOS,34170 Castelnau-le-Lez,,06 72 75 19 49,castelnautosmotos@laposte.net,http://castelnautosmotos.wixsite.com/castelnautosmotos
AMERICAN CARS CLUB D'ARMOR,22000 Saint-Brieuc,,06 13 05 52 42,fportzer@gmail.com,https://www.facebook.com/profile.php?id=100094241324380
MOTO CLUB KERRIEN 29,29310 Querrien,,06 84 19 38 03,mckerrien29@gmail.com,
THE INTERESTING CAR CLUB,22110 Plounévez-Quintin,,02 96 24 59 44,theinterestingcarclub@gmail.com,http://www.facebook.com/groups/InterestingCC
AUTOMOBILES KARR BREIZH,56330 Pluvigner,,06 08 28 05 21,karrbreizh@gmail.com,https://www.karrbreizh.com
LES VIEUX DU VOLANT,35340 Liffré,,02 99 55 04 46,lesvieuxduvolant35@laposte.net,https://lesvieuxduvolant.fr
CELTIC SPORT AUTO,29100 Poullan-sur-Mer,,02 90 94 25 39,celtic.sport.auto@gmail.com,http://celticsportauto.wixsite.com/celticsportauto
TRACTO-BREIZH,56890 Saint-Avé,,02 97 44 64 41,pierrick.rebeyrat@orange.fr,
UNDERDOG RACING TEAM,56100 Lorient,,06 11 97 87 80,secretariat@underdogracingteam.fr,
BREIZH AUTO RETRO PASSION,29380 Bannalec,,06 74 39 33 10,yvon.postic@laposte.net,
ASPYC 56,56890 Saint-Avé,,07 74 71 91 80,vice-presidence@aspyc56.com,http://aspyc56.com
AMICALE DES VIEILLES BÉCANES,29270 Kergloff,,02 98 93 39 14,amicale.des.vieilles.becanes@gmail.com,http://randomotobretagne.over-blog.com/
LES CHEVALIERS DE LA TERRE,56540 Saint,,02 97 34 63 93,daniele.camus@gmail.com,http://chevaliersdelaterre.fr
VIEUX VOLANTS VITRÉENS,35500 Saint-M,,06 12 81 80 18,orhant.patrick@orange.fr,
ARMORIQUE-AUTOMOBILE,22200 Pommerit-le-vicomte,,06 66 84 67 97,armorique.automobile@gmail.com,http://armorique-automobile.fr
JO'S AMERICAN CAR TEAM,35580 Guichen,,06 81 32 67 75,joamericancarteam@gmail.com,https://joamericancarteam.wixsite.com/joamericancarteam
BREIZH PISTE,22160 Callac,,06 13 46 27 08,nicolaslefur@yahoo.fr,http://breizhpiste.fr
LA BAIE'L DES JANTÉS'T,35400 St-Malo,,06 98 25 68 74,pascalreig@hotmail.fr,http://www.labaieldesjantest.fr
TACOTS & TURBOS DE STREDELL,35370 Etrelles,,06 32 14 05 94,accueiltts@gmail.com,https://accueiltts.wixsite.com/website
AUTO RÉTRO SPORT PRESTIGE,56100 Lorient,,07 67 59 96 06,arsp56@gmail.com,http://www.autoretro-sportprestige56.fr
LES VIEILLES CALANDRES 56,56690 Nostang,,06 88 57 59 41,guyomard.franck@aliceadsl.fr,
VINTAGE MÉCANIQUE 22,22650 Beaussais-sur-Mer,,06 22 91 19 99,jflefebvre1017@gmail.com,https://www.facebook.com/LVM22
AMATEURS VÉHICULES ANCIENS DU PONANT,29290 Milizac-Guipronvel,,06 01 78 26 65,avapmilizac29@gmail.com,https://www.avap29.fr
LES MORDUS DE L'AUTO,22120 Yffiniac,,02 96 72 75 34,lfgeffray@hotmail.fr,http://mordusdelauto.superforum.fr
SAINT-BRIAC SPORT MOTEUR,35800 Saint-Briac-sur-Mer,,02 99 88 04 24,thierry.schimpff@wanadoo.fr,
LES BELLES D'ANTAN,56700 Brandérion,,06 63 26 11 84,eric.scourzic@orange.fr,
RÉTRO ARMORIQUE COMPÉTITION,22000 Saint-Brieuc,,07 60 41 64 27,jo.rac-22@laposte.net,
LES MÉCANIQUES ANCIENNES DE LA BAIE DE MORLAIX,29600 Plourin-les-Morlaix,,07 82 10 97 33,les-mecaniques-anciennes@laposte.net,http://mabm.over-blog.com
LES JOURS HEUREUX,35530 Servon-sur-Vilaine,,02 99 37 25 19,stephan.choqune@wanadoo.fr,http://les-jours-heureux-fifties.over-blog.com
BROCÉLIANDE VÉHICULES ANCIENS,35160 Breteil,,06 60 13 81 20,bva.breteil@gmail.com,http://broceliandevehiculesanciens.over-blog.com
ENGRENAGE,35000 Rennes,,06 75 80 73 72,club.engrenage@laposte.net,https://retro-passion-rennes.fr
BOL LUNETTES ET BLOUSON DE CUIR,29500 Ergue-Gaberic,,02 98 82 67 62,blbcdu29@gmail.com,
AMICALE DES VIEUX PISTONS D'ARMOR,22100 St-Samson-sur-Rance,,02 96 84 57 74,ber.andlauer@gmail.com,https://www.facebook.com/philno.avpa
AUTOCYCLETTES DU PAYS DOLOIS,35120 Epiniac,,02 99 48 36 77,autocyclettes@orange.fr,https://www.autocyclettes.fr
VIEUX MOTEURS FULKERIENS,35390 Grand-Fougeray,,02 99 08 38 15,VMF35@wanadoo.fr,http://vmf35.pagesperso-orange.fr
AUTOMOBILES ET PATRIMOINE DU PAYS DE FOUGERES,35420 La,,06 08 95 99 53,appf@club-internet.fr,http://www.rallye-fougeres.org
CAVAC SECTION MOTOS,56000 Vannes,,02 97 47 55 51,traversphil@wanadoo.fr,
AMECA,56330 Pluvigner,,02 90 61 22 07,ameca.pluvigner@wanadoo.fr,https://ameca56.blogspot.com
PASSION AUTO PRESTIGE ET ANCIENNE 35,35340 Ercé-près-Liffré,,06 07 25 00 21,clubpapa35@gmail.com,http://www.papa35.org
V7 & CAETERA,22360 Langueux,,,contact@v7etcaetera.fr,http://www.v7etcaetera.fr
AUTO' RÉTRO TC,44590 Sion-les-Mines,,07 71 07 89 09,autoretrotc@gmail.com,
AUTOMOBILES DE L'AGE D'OR,49360 Maulévrier,,02 41 55 45 90,editions.herault@orange.fr,
ASSOCIATION SUD VENDEE ANCIENNES MECANIQUES,85400 Luçon,,06 49 21 39 33,asvam.lucon@gmail.com,http://asvam.fr
RESTOR'AUTO 85,85160 Saint-Jean-de-Monts,,06 20 71 46 55,restorauto85@gmail.com,http://restorauto85.com
AMICALE DES VIEILLES SOUPAPES,49340 Trémentines,,02 41 62 94 77,alaincesbron@orange.fr,http://www.vieilles-soupapes.fr
BEIM AUTO MOTO RÉTRO LE MANS,72058 Le,,02 43 72 51 00,,http://www.lemansautomotoretro.com
RETRO MOTOCYCLETTES SARTHOISES,72560 Changé,,06 70 33 21 82,glegerrms@orange.fr,http://www.clubrms.fr
TOURIST TEAM'S TIFFAUGES,85130 Tiffauges,,02 51 57 17 25,association3t@gmail.com,
XK8 ATLANTIC CLUB PONCARAL,49440 Challain-la-Potherie,,02 41 61 77 01,poncaral@yahoo.fr,http://www.open-eyes-gallery.com
HERBIGNAC PASSION MOTEUR,44410 Herbignac,,06 16 60 42 04,tyeden@orange.fr,
CRACKER'S CLUB,44660 Soulvache,,02 40 28 80 51,stephan.choqune@wanadoo.fr,
P.P.POP'S ST NAZAIRE,44600 Saint-Nazaire,,06 23 59 73 16,p.p.pops44@gmail.com,
LES AMIS DE LA RANDONNEE DU BOCAGE,53170 Meslay-du-Maine,,02 43 98 66 78,herve.quelin@wanadoo.fr,
GENERATION'S CASTORS et DUCAT'ATLANTIQUE,44130 Bouvron,,02 40 56 39 67,Arnaud.Marboutin@orange.fr,
LES VIEILLES SOUPAPES,53800 La,,02 43 06 30 02,titina1952@hotmail.fr,
LES VIEUX CARBUS D'ANJOU,49320 Brissac-Quincé,,06 86 25 31 15,luc.mallet@libertysurf.fr,http://lesvieuxcarbus.weebly.com
MILITARY VEHICLES CONSERVATION GROUP ANJOU ATLANTIQUE,44110 Châteaubriant,,02 41 32 54 98,rochard.philippe@9business.fr,
LES VIEUX PISTONS CHALEONNAIS,44680 Saint-Hilaire-de-Chaléons,,06 82 11 56 46,papy.juva@orange.fr,
ECURIE CÔTE D'AMOUR,44500 La,,06 36 84 90 39,gilles.toyota@orange.fr,http://www.ecuriecotedamour.fr
TRADITIONNELLES MOTOCYCLETTES DE LA PRESQU'ILE GUERANDAISE,44600 Saint-Nazaire,,02 40 01 94 57,,
ROTARY NANTES AUTO PASSION,44470 Carquefou,,02 40 80 30 86,cgasnier@wanadoo.fr,
LES AMIS DE LA BELLE AUTOMOBILE,44630 Plessé,,06 80 28 60 92,jcbourseauto@gmail.com,
ASSOCIATION DES MOYENS DE LA LOCOMOTION DE LA GC 17,44360 Saint-Étienne-de-Montluc,,02 40 86 90 40,,http://www.amlgc17.fr
AMICALE DES VIEUX GUIDONS NANTAIS,44840 Les,,07 88 00 31 40,guicheteau.olivier@orange.fr,http://www.avgn.fr
ARBRACAME CLUB,44730 Tharon-Plage,,02 40 39 41 15,christian@arbracameclub.fr,https://www.arbracameclub.com
BREIZH-GTI80',29470 Plougastel-Daoulas,,06 62 25 33 11,club@breizh-gti80.fr,http://www.breizh-gti80.fr
YOUNGTIMERS ARMORIQUE CLUB,56530 Queven,,02 97 05 42 47,julien.lavallade56@orange.fr,http://youngtimersarmoriqueclub.blogspot.com
COXI COXA,72250 Challes,,06 16 56 18 60,rudent.daniel@neuf.fr,http://coxicoxa72.skynetblogs.be
RÉTRO VW 44,44850 Mouzeil,,06 73 42 65 88,retrovw44@gmail.com,http://www.retrovw44.fr
CLUB GOLF GTI SÉRIE 1,44800 Saint-Herblain,,06 82 66 11 24,clubgolfgtiserie1@gmail.com,http://www.clubgolfgtiserie1.com
VESPA SCOOTER CLUB DU MORBIHAN,56470 Saint,,06 65 06 70 69,Vespaclub56@gmail.com,http://vscm56.blogspot.fr
VESPA SCOOTER CLUB KEMPER,29000 Quimper,,06 14 64 51 07,patrickisabelle@bbox.fr,http://vsck.superforum.fr
VESPA CLUB DE RENNES,35000 Rennes,,06 08 73 18 65,president@vespaclubrennes.fr,http://www.vespaclubrennes.fr
VESPA SCOOTER CLUB NANTES SAINT-NAZAIRE,44000 Nantes,,06 74 19 95 22,vespascnantesstnazaire@gmail.com,http://vespaclubnantes.fr
TRIUMPH CLUB DE FRANCE - Section Bretagne,35000 Rennes,,06 11 12 46 70,bretagne@triumph-club-de-france.fr,http://www.triumph-club-de-france.fr
AMICALE STUDEBAKER,49630 Mazé,,06 26 19 11 07,amicale-studebaker@sfr.fr,https://www.amicalestudebaker.fr
VSX85 LES SOLEXARDS,85000 La-Roche-sur-Yon,,06 63 43 75 51,vsx85.lessolexards@free.fr,http://vsx85.lessolexards.free.fr
SOLEXAMIS,44830 Bouaye,,02 40 65 45 73,nr.guillard@neuf.fr,http://solexamis.free.fr
BRETAGNE FLORIDE CARAVELLE CLUB,22470 Plouézec,,02 96 22 77 75,jean-luc.le-meur@wanadoo.fr,http://bretagnefcc.free.fr
CLUB RENAULT 25 FRANCAIS - Section Ouest,35370 Brielles,,06 66 33 83 96,president@renault25.com,http://www.renault25.com
CLUB JP4 CAR SYSTEME HISTORIC',35600 Redon,,06 61 10 94 53,rva.jp4etautres@gmail.com,http://club.quomodo.com/jp4-rva-car_systeme/liens-amis/liens-youtube-sur-la-jp4-la-4l.html
BCS-TEAM,56800 Montertelot,,06 20 00 35 83,bcsteam@gmail.com,
AMICALE DES 4L DE L'ANJOU,49000 Anger,,06 89 20 22 38,gerard.lucas10@wanadoo.fr,http://amicale4ldelanjou.blogspot.fr
CLUB DES AMATEURS D'ANCIENNES RENAULT - CAR LE MANS,72100 Le,,,president@car-le-mans.fr,http://www.car-le-mans.fr
LE CLUB SUPERCINQ,33140 Villenave-d,,,leclubsupercinq@gmail.com,https://leclubsupercinq.org
RENAULT 5 GT TURBO CLUB DE FRANCE,76590 Anneville-sur-Scie,,06 86 81 66 08,r5gtturboclubdefrance@gmail.com,http://www.r5-gt-turbo-club-de-france.fr
CLUB PORSCHE DE L'OUEST,44470 Carquefou,,06 68 15 74 74,davidetcaro2@gmail.com,https://www.facebook.com/groups/453777024824961
CLASSIC ET RACING 901 ATLANTIQUE,44360 Le,,02 40 57 06 23,amb_architecture@yahoo.fr,http://pilletf.free.fr/Classic_et_Racing_901_Atlantique
AMICALE 203 PEUGEOT - Section Pays-de-la-Loire,44230 Saint-Sébastien-sur-Loire,,06 74 60 83 93,contact@amicale203-pdl.fr,http://www.amicale203-pdl.fr
205 GTI CLASSIC CLUB - Section Pays-de-la-Loire,44640 Le,,06 72 14 53 12,pays-de-la-loire@205gticlassic.fr,http://www.205gticlassic.fr
LE CLUB 404 PAYS DE LOIRE,44210 Pornic,,02 40 82 59 12,guy.menet@orange.fr,http://leclub404.pdl.free.fr
AMICALE RETRO PEUGEOT ATLANTIQUE,44230 Saint-Sébastien-sur-Loire,,06 78 66 69 69,info@arpaouest.org,http://www.arpaouest.org
ROUES LIBRES 45,45210 Ferrières-en-Gâtinais,,0784122307,roueslibre45@gmail.com,https://www.facebook.com/p/Roues-libres-45-100078412230771/
PANHARD & LEVASSOR FRANCE - Section Bretagne,56100 Lorient,,02 97 83 25 92,,http://www.club-panhard-france.net
DYNAMIC CLUB PANHARD ET LEVASSOR PDL-VENDÉE,44120 Vertou,,02 40 33 45 21,al.auger@yahoo.fr,https://dcpl.fr
ENTRAIDE OPEL GT,12330 Saint-Christophe-Vallon,,06 84 07 08 32,bernardrinche@wanadoo.fr,http://www.entraideopelgt.fr
ALL BRITISH CARS 53,53170 Meslay-du-Maine,,06 08 53 10 81,herve.quelin@wanadoo.fr,
BRETAGNE AUTOMOBILES RACING,44220 Couëron,,06 08 83 48 04,association.bretagneautomobilesracing@orange.fr,https://bretagneautomobilesracing.wordpress.com
AUTO MOTO PASSION,49600 Beaupréau-en-Mauges,,02 41 63 33 49,allardpatrice@hotmail.fr,
LES RETROS DU LAC,44310 Saint-Philbert-de-Grand-Lieu,,06 65 09 55 62,lesretrosdulac@gmail.com,http://lesretrosdulac.jimdo.com
LES PASSIONNÉS VOITURES ANCIENNES,44680 Saint-Mars-de-Coutais,,02 40 86 57 73,271daniellegomez@gmail.com,
SABLES RETRO SPORT ET COLLECTION,85100 Les,,06 07 17 33 58,srsc85@gmail.com,
POLE COLLECTION,44120 Vertou,,06 18 10 29 62,polecollection@gmail.com,http://www.polecollection.fr
FULLTHROTTLE,49100 Angers,,06 07 91 68 05,fullthrottle.kkc@gmail.com,https://www.facebook.com/fullthrottle.kkc/
AMICALE ANGEVINE DES AMOUREUX DES AUTOMOBILES ANCIENNES,49180 Saint-Barthélemy-d,,02 41 93 06 92,club.lecinqa@free.fr,http://cluble5a.wixsite.com/club-lecinqa
CLUB ANGEVIN DE VÉHICULES D'ÉPOQUE,49000 Angers,,06 85 72 71 53,C.A.V.E@wanadoo.fr,http://clubangevindevehiculesdepoque.e-monsite.com
GRASLA AUTO RÉTRO,85260 Les,,06 78 97 86 37,graslaautoretro@gmail.com,https://www.facebook.com/Grasla-auto-r%C3%A9tro-1460564374273560
AUTO RÉTRO DU DON,44290 Guémené-Penfao,,06 95 35 93 75,autoretrodudon@free.fr,https://www.facebook.com/people/Auto-r%C3%A9tro-du-Don/100068420983946
BS RACING,85800 Saint-Gilles-Croix-de-Vie,,06 12 71 87 80,contactbsracing@free.fr,http://bsracing.fr
LES BELLES ANCIENNES MARTIPONTAINES,44860 Pont-Saint-Martin,,06 81 81 52 13,bellesanciennesmartipontaines@gmail.com,https://www.bellesanciennesmartipontaines.fr
2L-AVENTURES,44600 Saint-Nazaire,,06 30 08 59 02,deux.l.aventures@gmail.com,http://2l-aventures.wifeo.com
AUTO RETRO PORNIC,44210 Pornic,,06 63 99 38 44,autoretro.pornic@gmail.com,http://autoretro-pornic.wix.com/autoretro-pornic
LES BURNERS,44580 Bourgneuf-en-Retz,,06 47 68 05 34,lesburners@orange.fr,
LE RÉTROVISEUR SAUMUROIS,49411 Saumur,,02 41 52 58 43,president_retroviseursaumurois@hotmail.com,http://retroviseursaumurois.e-monsite.com
LES VIEILLES SOUPAPES DE LA VIE,85800 Givrand,,,vieillessoupapesdelavie@orange.fr,http://www.vieillessoupapesdelavie.fr
AUTO MOTO CLUB FERTOIS,72400 La,,02 43 71 40 22,didier.bezannier@hotmail.fr,
AMICALE DES BIELLES D'ANTAN,44980 Sainte-Luce-sur-Loire,,,amicale.dba44@gmail.com,http://www.amicaleba44.com
LES ROUTES D'ANJOU,49230 Brissac-Quincé,,06 76 50 80 58,les.routes.danjou@gmail.com,https://www.facebook.com/lesroutesdanjou
CLUB AUTO RÉTRO ATLANTIQUE,85270 Saint-Hilaire-de-Riez,,06 70 65 61 22,pascal.liger11@gmail.com,
AMICALE DES VÉHICULES ANCIENS DES SORINIÈRES,44840 Les,,06 07 37 25 11,avas.sorinieres@gmail.com,http://avas44.free.fr
LES VIEUX MOTEURS DU MARAIS,44410 La,,02 40 53 24 93,catcatetbouly@hotmail.fr,https://www.facebook.com/vieuxmoteursdumarais
RALLYE TOURISTIQUE DE LA CORNICHE VENDÉENNE,85270 Saint-Hilaire-de-Riez,,06 70 65 61 22,rallyecornichevendeenne@gmail.com,http://www.rallyecornichevendeenne.fr
ANCENIS AUTOMOBILE SPORTIVE,44150 Ancenis,,06 67 91 55 17,ancenis.automobile.sportive@gmail.com,http://ancenisautomobile.activebb.net
AMERICAN MUSCLE CARS OF VENDÉE,85170 Le-Poiré-sur-Vie,,,didier.luez@wanadoo.fr,https://www.facebook.com/assoamcv
CLUB RÉTRO DÉCALÉ,72200 La,,06 07 87 04 85,contact@clubretrodecale.fr,http://www.clubretrodecale.fr
LES DÉROUILLÉS DES 3 PROVINCES,44330 Mouzillon,,06 22 45 91 71,,http://lesderouillesdes3provinces.fr
CLUB DYNAMO,44250 Saint-Brévin-les-Pins,,02 40 39 69 78,raymond@clubdynamo.fr,http://www.clubdynamo.fr
AMICALE DES VIEUX PISTONS JAVRONNAIS,53250 Madré,,07 84 92 89 01,avpj@orange.fr,https://www.facebook.com/AVPJ53/
ANCENIS CRIC ET MANIVELLE,44150 Ancenis-Saint-Géréon,,06 76 25 27 75,ancenis-cricetmanivelle@orange.fr,
RETR'AUTO VENDEENNE,85190 Aizenay,,06 76 70 07 66,retrauto_85@orange.fr,https://retrauto85.fr
LES PET'ARDENTES DU CHOLETAIS,49360 Yzernay,,02 41 55 04 25,petardentes@gmail.com,https://lespetardentes.fr
CLUB AUTO MOTO ANCIENNES PÉROIS,85540 Champ-Saint-Père,,02 51 40 99 45,marieluce.dessevre@outlook.fr,
LES PHARES JAUNES CASTROGONTERIENS,53200 Château-Gontier-sur-Mayenne,,06 71 83 02 14,lespharesjaunes@orange.fr,
AMATEURS MAYENNAIS DE VÉHICULES ANCIENS,53940 Ahuillé,,06 15 41 13 11,contact@amva53.fr,https://amva53.fr
NOIRMOUTIER VEHICULES ANCIENS,85330 Noirmoutier-en-l,,06 18 42 63 06,jeanmarcbourson@orange.fr,
AUTOMOBILE CLUB DE LA BAULE,44500 La,,06 32 34 19 75,contact.acb44@gmail.com,
AUTOMOBILE CLUB DES VIEUX PISTONS,85600 Boufféré,,06 31 77 68 36,acvp.bouffere@laposte.net,
MAYENNE WW2,53970 L,,06 85 05 31 75,mayenneww2@live.fr,http://mayenne-ww2.forumactif.org
CLUB RETRO MACAIROIS,49450 Saint-Macaire-en-Mauges,,06 22 50 18 10,dberthonneau@gmail.com,http://www.club-retro-macairois.fr
MOTO CLUB AIRBUS NANTES,44340 Bouguenais,,02 51 19 72 39,secretariat@mca-nantes.fr,http://www.mca-nantes.fr
COLLECTIONNEUR VEHICULES MILITAIRES ANCIENS,44120 Vertou,,02 40 33 41 33,cvma.contact@gmail.com,https://www.facebook.com/p/CVMA-Collectionneurs-de-V%C3%A9hicules-Militaires-Anciens-100070617139730/
GRAND TOURISME ORVALTAIS,44700 Orvault,,06 07 46 62 59,asso-gto@orange.fr,
ATELIER DU TEMPS,44200 Nantes,,06 58 19 49 45,contact_adt@atelier-du-temps.com,http://www.atelier-du-temps.com
RETROMOBILE CLUB REZEEN,44400 Rezé,,02 40 75 51 83,retromobile.rezeen@wanadoo.fr,
BELLES MÉCANIQUES D'AUTREFOIS,44460 Avessac,,06 86 68 43 64,gaetan.leray2@orange.fr,
AMICALE PELLERINAISE DE VEHICULES RETRO,44640 Le,,06 71 98 30 04,apvr.lepellerin@laposte.net,
LES VAILLANTES PETARELLES DE L'OUEST,44220 Coueron,,06 77 42 87 12,vpo.nantes@gmail.com,http://www.vpo-nantes.fr
ACA72,72000 Le,,02 43 84 03 20,aca.72@free.fr,http://aca.72.free.fr
VÉHICULES ANCIENS DE LA VALLÉE DU LOIR,49150 Baugé,,06 47 04 86 89,gaudinbauge@orange.fr,
LES BIELLES SABLAISES,85340 Olonne-sur-Mer,,02 51 05 68 72,bielles.sablaises@gmail.com,http://www.facebook.com/Les-Bielles-Sablaises-354428577975788/
MG CLUB DE FRANCE - Section Pays-de-la-Loire,85330 Noirmoutier-en-l,,06 18 42 63 06,jeanmarcbourson0@gmail.com,https://www.mgclubdefrance.com
LES ETOILES DE L'OUEST,44160 Besné,,02 40 42 35 74,dquerlin@hotmail.com,https://lesetoilesdelouest.com
AMICALE DES MERCEDES W124,78360 Montesson,,,w124@w124.org,https://www.w124.org
MATRA PASSION PAYS DE LOIRE - POITOU,44300 Nantes,,06 72 11 93 11,region5@matra-passion.com,http://www.matra-passion.com
CLUB LOTUS ELISE RENNAIS,35510 Cesson-Sévigné,,06 87 60 73 45,clublotuseliserennais@orange.fr,http://club-lotus-elise-rennais.overblog.com
JAGUAR ENTHUSIASTS CLUB - Section Bretagne/Pays-de-La-Loire,85610 Cugand,,02 40 03 97 85,jddiffusion@wanadoo.fr,http://www.jaguar-ouest.fr
MAC BIHAN CLUB - LES FERRARISTES PAYS DE LOIRE,44130 Bouvron,,02 40 56 36 24,lionel.varutti@total.com,
LORIENT 2 CV CLUB,56100 Lorient,,06 73 18 51 84,lorient2cvclub@gmail.com,http://lorient2cvclub.e-monsite.com
2 CV MON AMOUR,29000 Quimper,,06 38 93 95 07,secretaire2cvmonamour1@gmail.com,http://2cvmonamour.wix.com/2cvclub
LES DEUCHES BIGOUDÈNES,29720 Plonéour-Lanvern,,06 15 58 03 82,lesdeuchesbigoudenes@gmail.com,http://lesdeuchesbigoudenes.org
AMICALE VÉHICULES RÉTRO RIVES DE SAÔNE,21250 Lechâtelet,,06 66 41 76 76,amicale.v2rs@gmail.com,https://www.facebook.com/amicale.V2RS
ATLANTIC 2 CV DES MARAIS,44270 Machecoul,,02 51 74 51 04,atl.2cv.marais@orange.fr,http://atlantic-2cv-des-marais.skyrock.com
LOIRE ATLANTIQUE 2 CV CLUB,44550 Montoir-de-Bretagne,,06 74 73 84 44,,http://2cvclub44.free.fr
DEUCH'VADROUILLE 44,44690 La,,06 38 94 16 75,contact@deuchvadrouille44.fr,http://deuchvadrouille44.fr
DEU-DEUCH DU PAYS DE RETZ,44640 Le,,06 89 18 05 42,deudeuch.du.pays.de.retz@gmail.com,http://www.deudeuche.info
CLUB DES TRACTIONS AVANT DE BRETAGNE,35520 Montreuil-le-Gast,,02 99 66 07 01,tractionbreizh@orange.fr,https://club-traction-avant-bretagne.fr
LA TRACTION UNIVERSELLE - Section Bretagne,56880 Ploeren,,02 97 40 14 97,d.fremont@la-traction-universelle.org,http://la-t-u-bretagne.pagesperso-orange.fr
PARFUM DE TREFLE,22000 Saint-Brieuc,,06 67 87 87 44,parfumdetrefle1985@gmail.com,https://www.parfumdetrefle.ovh
L'ATTRACTION DE L'ANJOU,49770 Longuenée-en-Anjou,,06 60 89 87 18,lattractionanjou@aol.com,https://lattractiondelanjou.wixsite.com/lattractiondelanjou
UNIVERS BX ET XM,44460 Avessac,,06 69 15 49 07,contact@univers-bx-et-xm.com,http://www.univers-bx-et-xm.com
LES DEUCHES EN MAUGES,49600 La,,02 41 70 97 66,bar.escal@orange.fr,
MEHARI CLUB DE FRANCE PAYS DE LOIRE,44850 Mouzeil,,02 40 31 65 38,mcdfpaysdeloire@orange.fr,http://mcdfpaysdelaloire.free.fr
LA TRACTION UNIVERSELLE - Section Pays-de-la-Loire,44470 Thouaré-sur-Loire,,02 40 68 05 63,s.vandepeutte@la-traction-universelle.org,http://www.la-traction-universelle.org/Presentation/section_PaysdeLoire.htm
IDéale DS® ATLANTIQUE PAYS DE LOIRE,44250 Saint-Brevin-les-Pins,,,club.apl@ideale-ds.com,http://www.ideale-ds.com
CX CLUB DE FRANCE,44230 Saint-Sébastien-sur-Loire,,06 33 64 84 38,cordieryves@wanadoo.fr,https://www.cxclubdefrance.com
CITROËN MASERATI CLUB AUTOMOBILE,44240 La,,02 40 72 55 69,,http://sm-citroen-maserati-nantes.over-blog.com/contact
ASSOCIATION DES CYCLES ET VÉHICULES BERNARDET,72600 Villeneuve-en-Perseigne,,02 43 34 59 13,bernardet@bernardet.com,http://www.bernardet.com
MINI CLUB DES PAYS DE LA LOIRE,44000 Nantes,,02 40 29 89 00,miniclubpaysdeloire@orange.fr,http://miniclub.paysdeloire.free.fr
ALPINE BRETAGNE CLUB,44310 Saint-Lumine-de-Coutais,,06 66 26 97 09,contact@alpine-bretagne.com,https://www.facebook.com/AlpineBretagneClub/
ALPINE GRAND OUEST,44570 Trignac,,06 80 74 88 36,yves-marie.leroux@orange.fr,http://www.alpine-grand-ouest.com
GTV PASSION,44880 Sautron,,02 40 63 90 11,gtvpassion@wanadoo.fr,
MUSEO VIVO NANTES,44800 Saint-Herblain,,02 51 80 08 26,Museovivo@hotmail.fr,
ARMOR VÉHICULES ANCIENS,22590 Pordic,,06 09 14 03 89,contact@ava.bzh,https://www.ava.bzh
VINTAGE RACING OUEST MOTORSPORT,56100 Lorient,,06 78 76 57 25,christophe.lemoing@orange.fr,http://www.vroumteam.fr
CALANDRE CLUB D'ARMOR,22810 Plougonver,,06 71 57 24 30,president@ccarmor.net,http://www.ccarmor.net
MELGVEN AUTO RETRO,29140 Melgven,,06 79 00 85 53,melgvenautoretro@gmail.com,http://melgven-auto-retro.fr.gd
ASSOCIATION VÉHICULES RÉTROS BIGNAN,56500 Bignan,,02 97 60 13 98,richard.le.corf@cegetel.net,http://www.avrbignan.fr
CALANDRE ET TORPÉDO,29600 Morlaix,,02 98 78 64 35,,http://www.calandretorpedo.com
AMICALE DES VIEUX CARBUS,29900 Concarneau,,02 98 94 75 96,amicalevieuxcarbus@wanadoo.fr,
ARMOR TROPHÉE AUTOMOBILE,22000 Saint-Brieuc,,02 96 61 15 99,rv.hardel@orange.fr,
ASSOCIATION BRETONNE DES VEHICULES ANCIENS,22000 Saint-Brieuc,,06 98 21 47 76,mathias.abva@gmail.com,https://abva.bzh
LES VIEUX PISTONS BRETONS,29490 Guipavas,,06 04 01 61 28,lesvieuxpistonsbretons@gmail.com,
LES BIELLES ANCENIENNES,44150 Vair-sur-Loire,,02 40 98 02 13,gilbert_lionel@orange.fr,https://www.facebook.com/lesbiellesanceniennes
